-2.345 	5.826
-1.843 	6.136
-1.828 	6.171
-1.935 	6.17
-1.874 	6.176
-1.819 	6.202
-1.526 	5.87
-2.879 	3.815
-2.899 	3.87
-2.903 	3.918
-2.88 	4.003
-2.973 	5.005
-2.991 	5.067
-2.979 	5.125
-2.984 	5.18
-3.021 	5.252
-3.021 	5.311
-2.708 	5.624
-2.879 	5.603
-2.829 	5.61
-2.621 	5.741
-2.776 	5.648
-2.749 	5.683
-2.717 	5.695
-2.683 	5.773
-2.67 	5.744
-2.638 	5.766
-2.767 	5.658
-2.697 	5.699
-2.633 	5.734
0.405 	5.843
0.489 	5.719
0.435 	5.819
0.515 	5.728
0.563 	5.653
0.623 	5.594
0.033 	5.443
-0.283 	6.179
-0.124 	6.18
-0.205 	6.192
-0.136 	6.194
-0.077 	6.218
0.172 	6.087
0.212 	6.042
0.247 	6.013
0.269 	5.972
0.315 	5.95
0.329 	5.882
0.255 	6.021
0.263 	6.008
0.293 	5.997
0.319 	5.944
2.218 	2.334
2.213 	2.323
2.231 	2.309
2.212 	2.347
2.188 	2.325
2.242 	2.264
2.331 	2.036
2.344 	2.111
2.328 	1.998
2.343 	1.948
2.321 	1.898
2.402 	1.826
2.027 	3.449
2.022 	3.32
2.045 	3.248
2.056 	3.187
2.036 	3.355
2.037 	3.343
2.042 	3.341
2.038 	3.324
2.04 	3.313
2.065 	3.3
2.063 	3.266
2.05 	3.183
2.102 	2.933
2.112 	3.053
2.111 	3.003
2.115 	2.955
2.11 	2.874
2.133 	2.816
2.123 	2.767
2.131 	2.371
2.155 	2.493
2.187 	2.422
2.18 	2.355
2.247 	2.271
2.236 	2.413
2.244 	2.368
-2.577 	0.5
-2.55 	0.589
-2.527 	0.664
-2.306 	1.292
-2.471 	1.027
-2.462 	1.061
-2.48 	0.979
-2.495 	0.901
-2.901 	-6.654
-2.875 	-6.712
-2.833 	-6.759
-2.797 	-6.805
-2.754 	-6.869
-2.717 	-6.907
-2.681 	-6.941
-2.666 	-6.953
-2.66 	-6.957
-2.646 	-6.982
-2.644 	-6.98
-2.625 	-6.995
-2.599 	-7.005
-2.499 	-7.058
-2.433 	-7.069
-2.484 	-7.064
-2.951 	-5.582
-2.955 	-5.637
-2.94 	-5.694
-2.927 	-5.775
2.533 	-0.568
2.551 	-0.485
2.525 	-0.43
2.522 	-0.42
2.522 	-0.405
2.525 	-0.393
2.524 	-0.389
2.524 	-0.378
0.324 	-6.535
0.567 	-7.405
0.646 	-7.416
0.578 	-7.41
0.71 	-7.401
0.459 	-7.449
0.385 	-7.426
0.334 	-7.43
0.292 	-6.386
3.394 	-2.975
3.417 	-3.075
3.412 	-2.975
3.447 	-3.085
3.463 	-3.163
3.474 	-3.21
3.505 	-3.258
3.516 	-3.33
3.541 	-3.383
0.105 	4.177
-0.21 	4.085
-0.273 	3.94
-0.274 	3.855
-0.23 	3.763
0.159 	4.073
0.209 	3.809
0.143 	3.808
0.175 	3.857
0.206 	3.861
0.207 	3.863
0.204 	3.865
0.21 	3.861
0.209 	3.862
0.206 	3.865
0.249 	3.863
-0.131 	4.137
0.257 	3.843
0.262 	3.854
0.172 	4.296
0.249 	3.829
0.31 	4.195
0.086 	3.845
0.298 	3.844
-0.121 	3.987
0.079 	3.84
0.192 	3.819
0.164 	3.803
0.156 	3.802
0.212 	3.857
0.005 	4.174
0.28 	4.208
0.262 	4.235
0.204 	4.259
0.184 	3.801
0.223 	3.807
0.224 	4.181
0.139 	4.236
0.06 	4.27
0.142 	3.975
-0.007 	4.291
-0.15 	4.276
-0.167 	4.37
-0.193 	3.866
0.134 	4.161
-0.099 	4.325
-0.046 	4.314
-0.342 	3.97
-0.404 	4.068
-0.205 	4.329
-0.04 	4.316
-0.12 	4.342
-0.184 	3.871
-0.335 	3.906
-0.196 	4.375
-0.135 	4.358
0.048 	4.247
-0.044 	4.275
-0.044 	4.286
-0.185 	4.37
-0.455 	4.38
-0.147 	4.219
-0.601 	4.086
-2.496 	-2.288
-2.488 	-2.329
-2.499 	-2.103
-2.486 	-1.992
-2.547 	-2.072
-2.495 	-1.782
-2.54 	-1.926
-2.551 	-1.81
-2.542 	-1.751
2.846 	-6.496
2.88 	-6.462
2.91 	-6.416
2.953 	-6.358
2.975 	-6.318
3.018 	-6.274
3.068 	-6.218
2.613 	-6.743
2.673 	-6.654
2.741 	-6.612
-1.718 	5.928
-1.749 	5.934
-1.767 	5.933
-1.771 	5.921
-1.781 	5.917
-1.812 	5.905
-1.848 	5.893
-1.908 	5.829
-2.377 	3.81
-2.364 	3.928
-2.343 	4.011
-2.322 	4.092
-2.296 	4.156
-2.227 	4.572
-2.228 	4.697
-2.198 	4.781
-2.182 	4.866
-2.154 	4.972
-2.158 	5.034
-1.89 	5.829
-1.703 	5.911
-1.702 	5.925
-1.646 	6.002
-1.841 	5.871
-1.601 	5.894
-1.687 	5.93
-1.72 	5.94
-1.717 	5.935
0.169 	6.163
0.381 	5.939
0.308 	6.08
0.338 	6.047
0.361 	6.017
0.394 	5.989
0.419 	5.961
0.453 	5.926
0.393 	6.049
0.395 	6.048
0.403 	6.037
0.431 	6.0
0.464 	5.921
0.496 	5.889
0.593 	5.723
0.632 	5.614
0.674 	5.698
0.792 	5.518
0.916 	5.102
2.148 	1.493
2.128 	1.625
2.104 	1.699
2.08 	1.774
2.043 	1.866
2.014 	1.933
0.301 	-7.448
0.174 	-7.436
0.082 	-7.435
